namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin
TOLIKARA,DSC_2022.JPG,PARTAI AMANAT NASIONAL,202851,5,"AMOS YIKWA, Sp.M.Si",Laki-Laki
KOTA JAYAPURA,WhatsApp Image 2018-06-11 at 16.48.13.jpeg,PARTAI AMANAT NASIONAL,105899,6,"ISEBETH KOGOYA, S.PAK. MM",Perempuan
NDUGA,Picture 008 copy.jpg,PARTAI AMANAT NASIONAL,131088,7,PAULUS UBRUNGGE,Laki-Laki
PUNCAK,img-715163217-0001.jpg,PARTAI AMANAT NASIONAL,101717,8,"WEMBI MISIKMBO, ST",Laki-Laki
MERAUKE,KRISTINE.jpg,PARTAI AMANAT NASIONAL,252112,9,"KRISTINA MARIATI ANWAGI KURIK, SE",Perempuan
JAYAPURA,WhatsApp Image 2018-07-15 at 14.46.24(1).jpeg,PARTAI AMANAT NASIONAL,299229,10,JOHNNY WONDA,Laki-Laki
JAKARTA SELATAN,WhatsApp Image 2018-07-30 at 17.26.45.jpeg,PARTAI AMANAT NASIONAL,86814,1,"dr. ROSALINE IRENE RUMASEUW, M.Kes",Perempuan
MANOKWARI,8.jpg,PARTAI AMANAT NASIONAL,116458,2,"ISHAK MANDACAN, SH",Laki-Laki
TAMBRAUW,DSC_8728.JPG,PARTAI AMANAT NASIONAL,296363,3,FREDRIK RONALDO YESNATH,Laki-Laki
BULUNGAN,anang jauhari.jpg,PARTAI AMANAT NASIONAL,92366,1,H.ANANG DACHLAN DJAUHARI,Laki-Laki
SUKABUMI,elita.jpg,PARTAI AMANAT NASIONAL,298385,2,"ELITA KARLINA, S.Th.I",Perempuan
JAKARTA PUSAT,WhatsApp Image 2018-07-30 at 20.49.56.jpeg,PARTAI AMANAT NASIONAL,86681,3,"H. JAMALUDDIN JAFAR, SH., MH",Laki-Laki
KOTA BANDA ACEH,IBNU RUSDI. SE.PNG,Partai Hati Nurani Rakyat,179091,1,"IBNU RUSDI, S.E",Laki-Laki
ACEH BESAR,ROHAYA.PNG,Partai Hati Nurani Rakyat,175711,2,ROHAYA,Perempuan
KOTA BANDA ACEH,ZULKARNAINI.PNG,Partai Hati Nurani Rakyat,64683,3,ZULKARNAINI,Laki-Laki
KOTA BANDA ACEH,ROSNANI DJAKFAR.PNG,Partai Hati Nurani Rakyat,177887,4,ROSNANI DJAKFAR,Perempuan
ACEH BESAR,AGUSNIN ARIF.PNG,Partai Hati Nurani Rakyat,173881,5,AGUSNIN ARIF,Laki-Laki
ACEH BESAR,1101_6.jpg,Partai Hati Nurani Rakyat,302759,6,AZIZAH,Perempuan
JAKARTA SELATAN,MIRWAN AMIR.PNG,Partai Hati Nurani Rakyat,167561,1,MIRWAN AMIR,Laki-Laki
JAKARTA SELATAN,SARA RINDU.PNG,Partai Hati Nurani Rakyat,146159,2,SARA NAIDU,Perempuan
KOTA LANGSA,TATA BMOEDA TAQWA.PNG,Partai Hati Nurani Rakyat,180078,3,TATA MOEDA TAQWA,Laki-Laki
ACEH TENGAH,ALAMSYAH.PNG,Partai Hati Nurani Rakyat,179101,4,ALAMSYAH,Laki-Laki
KOTA LHOKSEUMAWE,MAULIZA WULANDARI.PNG,Partai Hati Nurani Rakyat,180149,5,MAULIZA WULANDARI,Perempuan
BENER MERIAH,SANDY PANGESTU.PNG,Partai Hati Nurani Rakyat,177629,6,SANDY PANGESTU,Laki-Laki
KOTA MEDAN,KODRAT SHAH.PNG,Partai Hati Nurani Rakyat,135137,1,KODRAT SHAH,Laki-Laki
JAKARTA SELATAN,13_2.jpg,Partai Hati Nurani Rakyat,302764,2,"Drs. POTSDAM HUTASOIT, M.Si",Laki-Laki
KOTA TANGERANG SELATAN,NILAM SURI.PNG,Partai Hati Nurani Rakyat,135619,3,NILAM SURI,Perempuan
KOTA MEDAN,AWALUDIN S.E M.Si.PNG,Partai Hati Nurani Rakyat,146478,4,"AWALUDIN, SE, MSI.",Laki-Laki
KOTA BEKASI,13_5.jpg,Partai Hati Nurani Rakyat,302777,5,SRI RAHAYU,Perempuan
JAKARTA TIMUR,13_6.jpg,Partai Hati Nurani Rakyat,302770,6,DRA. SITI NURRACHMI,Perempuan
KOTA MEDAN,ISMAINI S.E.PNG,Partai Hati Nurani Rakyat,187598,7,"ISMAINI, SE",Perempuan
KOTA TANGERANG,13_8.jpg,Partai Hati Nurani Rakyat,302752,8,ARI KUSUMADI SUSILA,Laki-Laki
JAKARTA TIMUR,13_9.jpg,Partai Hati Nurani Rakyat,302774,9,SAKINAH,Perempuan
JAKARTA SELATAN,D. SURES KUMAR S.Ag M.Si.PNG,Partai Hati Nurani Rakyat,134614,10,"D. SURES KUMAR, S.Ag., MSi",Laki-Laki
KOTA MEDAN,H. HERRY LUNTONG SIREGAR.PNG,Partai Hati Nurani Rakyat,119338,1,H. HERRY LONTUNG SIREGAR,Laki-Laki
KOTA BEKASI,"EDISON MANURUNG S.H, M.M.PNG",Partai Hati Nurani Rakyat,70428,2,"EDISON MANURUNG, SH, MM",Laki-Laki
JAKARTA PUSAT,13_3.jpg,Partai Hati Nurani Rakyat,302780,3,SURYANTI,Perempuan
JAKARTA UTARA,MULKAN S. NASUTION.PNG,Partai Hati Nurani Rakyat,134713,4,H. MULKAN NASUTION,Laki-Laki
KOTA SAWAHLUNTO,JANERIVO HOT MARIO JS.PNG,Partai Hati Nurani Rakyat,65123,5,JANERIVO HOT MARIO J.S,Laki-Laki
JAKARTA PUSAT,13_6.jpg,Partai Hati Nurani Rakyat,302776,6,MAISAROH,Perempuan
KOTA DEPOK,13_7.jpg,Partai Hati Nurani Rakyat,302772,7,NURHASANAH,Perempuan
JAKARTA PUSAT,13_8.jpg,Partai Hati Nurani Rakyat,302779,8,YANTI PURNAMASARI,Perempuan
JAKARTA TIMUR,13_9.jpg,Partai Hati Nurani Rakyat,302778,9,NUR YENI INFA,Perempuan
KOTA TANGERANG,AHMAD RASYID.PNG,Partai Hati Nurani Rakyat,280060,10,AHMAD RASYID,Laki-Laki
KOTA MEDAN,13_1.jpg,Partai Hati Nurani Rakyat,302782,1,"SAMSUDIN SIREGAR, SH",Laki-Laki
JAKARTA TIMUR,13_2.jpg,Partai Hati Nurani Rakyat,302781,2,MERLYN SAMOSIR,Perempuan
KOTA MEDAN,13_3.jpg,Partai Hati Nurani Rakyat,302785,3,LADY CHRISTINE ANGELIA SIPAYUNG,Perempuan
BEKASI,04.jpg,Partai Hati Nurani Rakyat,146296,4,PARLINDUNGAN SIAGIAN,Laki-Laki
KOTA TANGERANG,05.jpg,Partai Hati Nurani Rakyat,258013,5,LINA RATNASARI,Perempuan
KOTA BEKASI,06.jpg,Partai Hati Nurani Rakyat,64631,6,MARULI BUTAR BUTAR,Laki-Laki
KOTA DEPOK,07.jpg,Partai Hati Nurani Rakyat,228229,7,ASNA SIAHAAN,Perempuan
JAKARTA SELATAN,13_8.jpg,Partai Hati Nurani Rakyat,302771,8,"Hj. LAILA HANIN, SE",Perempuan
KOTA MEDAN,13_9.jpg,Partai Hati Nurani Rakyat,302755,9,Ir. ALUSDIN SINAGA,Laki-Laki
KOTA PADANG,01.jpg,Partai Hati Nurani Rakyat,188918,1,"MARZUL VERI, S.T. M.Si",Laki-Laki
KOTA DEPOK,IMG_20170919_090703.jpg,Partai Hati Nurani Rakyat,147306,2,HAMDANI HAMID,Laki-Laki
JAKARTA SELATAN,13_3.PNG,Partai Hati Nurani Rakyat,302788,3,SUMIATI,Perempuan
PESISIR SELATAN,13_5.PNG,Partai Hati Nurani Rakyat,302812,4,"NOVRIAL BAHRUN, SH, MKn DT. SURI MAHARAJO",Laki-Laki
KOTA TANGERANG SELATAN,06.jpg,Partai Hati Nurani Rakyat,168289,5,Ir. ADEK MAKSIARNI,Perempuan
JAKARTA TIMUR,07.jpg,Partai Hati Nurani Rakyat,230878,6,NURCHAYATI,Perempuan
KEPULAUAN MENTAWAI,08.jpg,Partai Hati Nurani Rakyat,145998,7,"HENDRIKUS NOPIANTO, S.H",Laki-Laki
JAKARTA SELATAN,01.jpg,Partai Hati Nurani Rakyat,67069,1,"Dr. Drs. EDDY, R.S.MH",Laki-Laki
JAKARTA SELATAN,02.jpg,Partai Hati Nurani Rakyat,227061,2,Ir. RUSLAN ABDUL GANI,Laki-Laki
JAKARTA PUSAT,13_3.PNG,Partai Hati Nurani Rakyat,302789,3,SRINAFITRI,Perempuan
KOTA PAYAKUMBUH,04.jpg,Partai Hati Nurani Rakyat,188612,4,"HENDRA YANNI ANWAR, S.Sos",Laki-Laki
JAKARTA BARAT,05.jpg,Partai Hati Nurani Rakyat,112191,5,"Dr. Ir. H. ASWIN NALDI, M.M",Laki-Laki
JAKARTA SELATAN,06.jpg,Partai Hati Nurani Rakyat,253281,6,IDA FARIDA,Perempuan
KOTA PEKANBARU,01.jpg,Partai Hati Nurani Rakyat,145925,1,"KUDUS KURNIAWAN MANGAPUL, S.Si, MA",Laki-Laki
KOTA DUMAI,02.jpg,Partai Hati Nurani Rakyat,118282,2,SAYED JUNAIDI RIZALDI,Laki-Laki
KOTA PEKANBARU,13_3.PNG,Partai Hati Nurani Rakyat,302798,3,DESI KURNIASIH,Perempuan
JAKARTA TIMUR,13_4.PNG,Partai Hati Nurani Rakyat,302796,4,ERNA YULIS,Perempuan
ROKAN HILIR,13_5.PNG,Partai Hati Nurani Rakyat,302799,5,JOTO BANGUN,Laki-Laki
KOTA JAMBI,01.jpg,Partai Hati Nurani Rakyat,257275,1,ASEP HASIBUAN,Laki-Laki
JAKARTA SELATAN,13_2.PNG,Partai Hati Nurani Rakyat,302797,2,MEYLIZA AFRIANTHY,Perempuan
KOTA PEKANBARU,13_3.PNG,Partai Hati Nurani Rakyat,302800,3,BEMI HENDRIAS,Laki-Laki
KOTA BANDUNG,01.jpg,Partai Hati Nurani Rakyat,231066,1,WILJONI,Laki-Laki
KOTA DEPOK,02.jpg,Partai Hati Nurani Rakyat,242955,2,NIKENDARI LUTVIKA,Perempuan
JAKARTA TIMUR,03.jpg,Partai Hati Nurani Rakyat,253173,3,SITI NURJANAH,Perempuan
KOTA JAMBI,13_4.PNG,Partai Hati Nurani Rakyat,302814,4,"SUPRAPTO, SP",Laki-Laki
JAKARTA TIMUR,13_5.PNG,Partai Hati Nurani Rakyat,302816,5,PUJI ASTUTI,Perempuan
KOTA PALEMBANG,EDDY GANEFO SUMSEL 1.PNG,Partai Hati Nurani Rakyat,247252,1,EDDY GANEFO,Laki-Laki
JAKARTA BARAT,13_2.jpg,Partai Hati Nurani Rakyat,302792,2,"H. ALEX SATO BYA, SH",Laki-Laki
JAKARTA BARAT,13_3.jpg,Partai Hati Nurani Rakyat,302791,3,ENI SURYANI,Perempuan
KOTA LUBUKLINGGAU,ALI AMIN.PNG,Partai Hati Nurani Rakyat,229651,4,ALI AMIN,Laki-Laki
KOTA PALU,13_5.jpg,Partai Hati Nurani Rakyat,302790,5,Hj. DAHRIAH. A,Perempuan
KOTA PALEMBANG,HENDRI ZAINUDDIN.PNG,Partai Hati Nurani Rakyat,267697,1,"H. HENDRI ZAINUDDIN, SH",Laki-Laki
JAKARTA SELATAN,HATTA MUSTAFA.PNG,Partai Hati Nurani Rakyat,119318,2,"H.M HATTA MUSTAFA, SH. MH.",Laki-Laki
JAKARTA TIMUR,13_3.PNG,Partai Hati Nurani Rakyat,302795,3,NATALIA PRIHATINI SIREGAR,Perempuan
KOTA TANGERANG SELATAN,ANWAR FUADI.PNG,Partai Hati Nurani Rakyat,146819,4,"DR. H. ANWAR FUADI, SH., M.H",Laki-Laki
MUARA ENIM,YENI.PNG,Partai Hati Nurani Rakyat,267708,5,YENI FER OKTAVIANTI,Perempuan
KOTA PRABUMULIH,SHANTI.PNG,Partai Hati Nurani Rakyat,267312,6,"SHANTI YOSEVA FITRIANA, S.H.",Perempuan
KOTA PALEMBANG,OYONG.PNG,Partai Hati Nurani Rakyat,267899,7,"OYONG HAIRUDIN, SH, A.Md",Laki-Laki
OGAN ILIR,ARGIMAN.PNG,Partai Hati Nurani Rakyat,267330,8,ARGIMAN,Laki-Laki
KOTA BENGKULU,13_1.PNG,Partai Hati Nurani Rakyat,302819,1,RINI SUSANTI,Perempuan
JAKARTA TIMUR,ASWANTO.PNG,Partai Hati Nurani Rakyat,70156,2,"ASWANTO, S.H",Laki-Laki
JAKARTA SELATAN,SUSANTI NIGSIH.PNG,Partai Hati Nurani Rakyat,280420,3,"SUSANTI NINGSIH, SE",Perempuan
KOTA BANDAR LAMPUNG,01.jpg,Partai Hati Nurani Rakyat,127451,1,"H. A FERDINAND SAMPURNA JAYA, SE",Laki-Laki
KOTA BANDAR LAMPUNG,02.jpg,Partai Hati Nurani Rakyat,146467,2,DENY IRWANSYAH,Laki-Laki
JAKARTA TIMUR,13_3.jpg,Partai Hati Nurani Rakyat,302793,3,HESTI RETNOASTUTI,Perempuan
KOTA BEKASI,04.jpg,Partai Hati Nurani Rakyat,111972,4,"Drs. MURNIATI, M.Pd",Perempuan
KOTA DEPOK,05.jpg,Partai Hati Nurani Rakyat,280221,5,"DIAH AYU RUMANINGSIH, SS",Perempuan
KOTA BEKASI,06.jpg,Partai Hati Nurani Rakyat,280293,6,"SUWARTO HADI, S.Pd. I, M, Si",Laki-Laki
BOGOR,07.jpg,Partai Hati Nurani Rakyat,280386,7,RIFA APOLINA,Perempuan
JAKARTA TIMUR,13_8.jpg,Partai Hati Nurani Rakyat,302801,8,YUNITA NURDIAN SAKTI,Perempuan
JAKARTA TIMUR,13_9.jpg,Partai Hati Nurani Rakyat,302794,9,SARMILA,Perempuan
KOTA BANDAR LAMPUNG,01.jpg,Partai Hati Nurani Rakyat,175468,1,"BENNY UZER, S.H",Laki-Laki
KOTA BANDAR LAMPUNG,13_2.jpg,Partai Hati Nurani Rakyat,302805,2,ANGGA JEVI SURYA,Laki-Laki
JAKARTA TIMUR,13_3.jpg,Partai Hati Nurani Rakyat,302810,3,SITI FATIMAH,Perempuan
JAKARTA TIMUR,13_4.jpg,Partai Hati Nurani Rakyat,302806,4,SONDARIAH,Perempuan
JAKARTA TIMUR,13_5.jpg,Partai Hati Nurani Rakyat,302823,5,IMELDA HANIF,Perempuan
JAKARTA TIMUR,13_6.jpg,Partai Hati Nurani Rakyat,302804,6,RENITA HANIF,Perempuan
JAKARTA TIMUR,13_7.jpg,Partai Hati Nurani Rakyat,302802,7,ENGGAL SPINOZA,Perempuan
JAKARTA SELATAN,08.jpg,Partai Hati Nurani Rakyat,135078,8,"SYARIFUDIN, SH",Laki-Laki
KOTA BATAM,13_1.PNG,Partai Hati Nurani Rakyat,302808,1,YUNIRIA ZENDRATO,Perempuan
KARIMUN,13_2.PNG,Partai Hati Nurani Rakyat,302807,2,AMRAN SYAHIDID,Laki-Laki
LINGGA,13_3.PNG,Partai Hati Nurani Rakyat,302815,3,ZEISISCA,Perempuan
KOTA TANJUNGPINANG,13_4.PNG,Partai Hati Nurani Rakyat,302811,4,POPPY NITA ELVERA,Perempuan
KOTA BANDUNG,13_1.PNG,Partai Hati Nurani Rakyat,302840,1,"DIAN RAHADIAN, SH",Laki-Laki
KOTA BEKASI,Arnoldus.PNG,Partai Hati Nurani Rakyat,67979,2,"ARNOLDUS JANSEN, SE",Laki-Laki
KOTA BANDUNG,Elyzabeth Bulan Marcahaya.PNG,Partai Hati Nurani Rakyat,57780,3,"ELYZABETH BULAN MARCAHAYA, S.E",Perempuan
JAKARTA SELATAN,Redy Pryambada.PNG,Partai Hati Nurani Rakyat,56909,4,"Dr.Ir. REDY PRYAMBADA SUKAMAD, B.Arch, MBA, MBE",Laki-Laki
JAKARTA SELATAN,Peni Lisdayanti.PNG,Partai Hati Nurani Rakyat,167980,5,PENI LISDAYANTI,Perempuan
BANDUNG,Tini Rustini.PNG,Partai Hati Nurani Rakyat,170615,6,TINI RUSTINI,Perempuan
BANDUNG,Humar Dani.PNG,Partai Hati Nurani Rakyat,243376,1,"HUMAR DANI, SE,. SH,. MM,. MH.",Laki-Laki
BANDUNG,Erislan.PNG,Partai Hati Nurani Rakyat,68819,2,"DR. ERISLAN, ST., MM",Laki-Laki
JAKARTA UTARA,Marlina.PNG,Partai Hati Nurani Rakyat,259072,3,MARLINA,Perempuan
JAKARTA SELATAN,Agus Muslim.PNG,Partai Hati Nurani Rakyat,187725,4,AGUS MUSLIM,Laki-Laki
JAKARTA TIMUR,Delinar.PNG,Partai Hati Nurani Rakyat,259037,5,"DELINAR, S.I.Kom",Perempuan
JAKARTA TIMUR,13_6.PNG,Partai Hati Nurani Rakyat,302843,6,MARDIYANAH,Perempuan
GARUT,13_7.jpeg,Partai Hati Nurani Rakyat,188497,7,AHMAD HAMZAH,Laki-Laki
JAKARTA BARAT,Djoni Rolindrawan.PNG,Partai Hati Nurani Rakyat,57480,1,DJONI ROLINDRAWAN,Laki-Laki
CIANJUR,Tika Latifah.PNG,Partai Hati Nurani Rakyat,57719,2,"TIKA LATIFAH, S.Sos",Perempuan
JAKARTA SELATAN,Supriyati.PNG,Partai Hati Nurani Rakyat,169585,3,SUPRIYATI,Perempuan
JAKARTA PUSAT,Djoki Sulistiyono.PNG,Partai Hati Nurani Rakyat,146171,4,DJOKO SULISTYONO,Laki-Laki
JAKARTA BARAT,13_5.PNG,Partai Hati Nurani Rakyat,302846,5,WIDHA RETNO,Perempuan
JAKARTA BARAT,H. Icuk Sugiarto.PNG,Partai Hati Nurani Rakyat,64708,1,H ICUK SUGIARTO,Laki-Laki
KOTA TANGERANG SELATAN,13_2.PNG,Partai Hati Nurani Rakyat,302834,2,MUHAMMAD ISA HARUN,Laki-Laki
KOTA TANGERANG,Desi Deliana.PNG,Partai Hati Nurani Rakyat,127667,3,"DESI DELIANA, SE",Perempuan
JAKARTA SELATAN,Aeh Chaerul Saleh.PNG,Partai Hati Nurani Rakyat,58004,4,"AEH CHAERUL SALEH, SE.",Laki-Laki
JAKARTA TIMUR,13_5.PNG,Partai Hati Nurani Rakyat,302833,5,YANTI,Perempuan
JAKARTA TIMUR,Jus Usman Sumanegara.PNG,Partai Hati Nurani Rakyat,111732,1,"Dr. JUS USMAN SUMANEGARA, SE., MM.",Laki-Laki
JAKARTA TIMUR,13_3.PNG,Partai Hati Nurani Rakyat,302849,2,"Hj.. JAMILAH KESUMA, SH",Perempuan
KOTA DEPOK,Eko Rukmana.PNG,Partai Hati Nurani Rakyat,57470,3,"EKO RUKMANA, SE.,MM.",Laki-Laki
KOTA TANGERANG SELATAN,13_5.PNG,Partai Hati Nurani Rakyat,302851,4,LIZA AYU ANUGERAH,Perempuan
KOTA TANGERANG SELATAN,Adi Rahmanto.PNG,Partai Hati Nurani Rakyat,146836,5,"ADI RAHMANTO, S.Ip",Laki-Laki
KOTA TANGERANG SELATAN,13_1.jpg,Partai Hati Nurani Rakyat,257822,1,TIURMAIDA TAMPUBOLON,Perempuan
KOTA BEKASI,13_2.PNG,Partai Hati Nurani Rakyat,302838,2,WAHAB TALAOHU,Laki-Laki
KOTA BEKASI,Amellia Dody Luhukay.PNG,Partai Hati Nurani Rakyat,59276,3,"AMELLIA DODY LUHUKAY, B.Sc",Perempuan
KOTA TANGERANG SELATAN,13_3.PNG,Partai Hati Nurani Rakyat,302845,4,R. HARDIYANTO PRIJOKOESOEMO,Laki-Laki
KOTA DEPOK,"Ir. Rudi HM. Samin, SE.PNG",Partai Hati Nurani Rakyat,127985,5,"Ir. RUDI HM SAMIN, SE",Laki-Laki
JAKARTA TIMUR,13_6.PNG,Partai Hati Nurani Rakyat,302842,6,AMRON ASYHARI,Laki-Laki
JAKARTA SELATAN,Tumiur Suriaty S.PNG,Partai Hati Nurani Rakyat,113566,1,TUMIUR SURIATY S,Perempuan
MANGGARAI,13_2.PNG,Partai Hati Nurani Rakyat,302848,2,HIPATOPIS WIRAWAN LABUT,Laki-Laki
JAKARTA TIMUR,Hamdani Tanjung.PNG,Partai Hati Nurani Rakyat,128165,3,"HAMDANI TANJUNG, S.Pd",Laki-Laki
JAKARTA SELATAN,Asep Sa'aduddin Sabilurrasad.PNG,Partai Hati Nurani Rakyat,56723,4,"ASEP SA'DUDDIN SABILURRASAD, S.Ag",Laki-Laki
JAKARTA TIMUR,"Tien Aspasia, S.Pd. MPd.PNG",Partai Hati Nurani Rakyat,233804,5,"TIEN ASPASIA, S.Pd., M.Pd",Perempuan
KOTA DEPOK,"Surani, AM. KEB.PNG",Partai Hati Nurani Rakyat,156892,6,"SURANI, AM.Keb",Perempuan
JAKARTA TIMUR,Sutiyo Budiyartho.PNG,Partai Hati Nurani Rakyat,257096,7,"SUTIYO BUDIYARTHO, SE.SIP",Laki-Laki
KOTA DEPOK,Anjar Setya Widarti.PNG,Partai Hati Nurani Rakyat,248727,8,"dr. ANJAR SETYA WIDARTI, MARS",Perempuan
KOTA BEKASI,Supono.PNG,Partai Hati Nurani Rakyat,230116,9,"SUPONO, S.AP",Laki-Laki
JAKARTA TIMUR,Dahlan Rizawarman.PNG,Partai Hati Nurani Rakyat,230389,10,"DAHLAN RIZAWARMAN, SE",Laki-Laki
KOTA BANDUNG,Sudiro Asno.PNG,Partai Hati Nurani Rakyat,56897,1,"Drs. SUDIRO ASNO, Ak",Laki-Laki
CIREBON,Arwani Syaerozi. MA.PNG,Partai Hati Nurani Rakyat,56781,2,"Dr. ARWANI SYAEROZI, LC,. MA",Laki-Laki
INDRAMAYU,Uswatun Hasanah.PNG,Partai Hati Nurani Rakyat,240727,3,USWATUN HASANAH,Perempuan
BEKASI,Amri.PNG,Partai Hati Nurani Rakyat,231417,4,"AMRI, SE",Perempuan
JAKARTA SELATAN,Hawelly E Bachtiar.PNG,Partai Hati Nurani Rakyat,57867,5,DRS. HAWELLY E. BACHTIAR,Laki-Laki
JAKARTA TIMUR,13_6.PNG,Partai Hati Nurani Rakyat,302870,6,SUTRISNO,Laki-Laki
JAKARTA SELATAN,13_1.PNG,Partai Hati Nurani Rakyat,302865,1,"H. EDY JAUZIE MUHSIN BAFADAL, S.H",Laki-Laki
JAKARTA SELATAN,Novalina L. Tobing.PNG,Partai Hati Nurani Rakyat,173254,2,"NOVALINA L. TOBING, S.H",Perempuan
JAKARTA PUSAT,Suhyadi.PNG,Partai Hati Nurani Rakyat,205610,3,SUHYADI,Laki-Laki
KOTA TASIKMALAYA,Weni Herliawati.PNG,Partai Hati Nurani Rakyat,302876,4,"WENI HERLIAWATI, A.MD",Perempuan
MAJALENGKA,Saeful Adnan.PNG,Partai Hati Nurani Rakyat,244019,5,SAEFUL ADNAN,Laki-Laki
JAKARTA PUSAT,Euis Nurjannah.PNG,Partai Hati Nurani Rakyat,259184,6,EUIS NURJANNAH JAENI,Perempuan
JAKARTA UTARA,Azral Hardy.PNG,Partai Hati Nurani Rakyat,249361,1,AZRAL HARDY,Laki-Laki
KOTA DEPOK,Budi Warsito.PNG,Partai Hati Nurani Rakyat,229837,2,BUDI WARSITO,Laki-Laki
KOTA TANGERANG,Ariena Junisa.PNG,Partai Hati Nurani Rakyat,260191,3,ARIENA JUNISA,Perempuan
GARUT,Aceng HM Fikri.PNG,Partai Hati Nurani Rakyat,188911,1,H. ACENG HM. FIKRI,Laki-Laki
JAKARTA SELATAN,Evy Navisah.PNG,Partai Hati Nurani Rakyat,259707,2,"Dra. EVY NAVISAH, MA",Perempuan
JAKARTA TIMUR,13_4.PNG,Partai Hati Nurani Rakyat,302857,3,ARINI INDAH KARTIKA,Perempuan
JAKARTA PUSAT,David Marsala.PNG,Partai Hati Nurani Rakyat,127675,4,"DAVID MARSAHALA A. A, SH. MH",Laki-Laki
KOTA TANGERANG SELATAN,13_6.PNG,Partai Hati Nurani Rakyat,302839,5,"RAMBE MARODJAHAN B, S.H",Laki-Laki
JAKARTA BARAT,TELLIE.PNG,Partai Hati Nurani Rakyat,68089,1,"TELLIE, S.E",Laki-Laki
KOTA PANGKALPINANG,WIWIN WIDANINGRUM.PNG,Partai Hati Nurani Rakyat,169036,2,WIWIN WIDANINGRUM,Perempuan
BELITUNG,CINDERI MAURA RESTU.PNG,Partai Hati Nurani Rakyat,243778,3,CINDERI MAURA RESTU,Perempuan
JAKARTA TIMUR,IRJEN POL (PURN).PNG,Partai Hati Nurani Rakyat,233874,1,"Irjen Pol (Purn) Drs. MARWAN PARIS, MBA",Laki-Laki
JAKARTA TIMUR,MUHAMAD KAUTSAR SANGAJI.PNG,Partai Hati Nurani Rakyat,67590,2,"MUHAMAD KAUTSAR SANGAJI, S.H",Laki-Laki
JAKARTA SELATAN,13_6.PNG,Partai Hati Nurani Rakyat,302868,3,ANISA DWINITA NINGSIH,Perempuan
JAKARTA TIMUR,DENNY HARYATNA.PNG,Partai Hati Nurani Rakyat,249175,4,"DENY HARIYATNA, SH. MH",Laki-Laki
JAKARTA TIMUR,DENNY SITUMORANG.PNG,Partai Hati Nurani Rakyat,249195,5,"DENNY SITUMORANG, SE, M.TH",Perempuan
JAKARTA SELATAN,01.jpg,Partai Hati Nurani Rakyat,134626,1,"Dr. DODI S ABDULKADIR, BSc,SE,SH,MH",Laki-Laki
JAKARTA SELATAN,13_2.jpg,Partai Hati Nurani Rakyat,302862,2,FERRY SORAYA,Perempuan
KOTA TANGERANG SELATAN,03.jpg,Partai Hati Nurani Rakyat,246985,3,"ARIEF PATRAMIJAYA, SH, LL.M",Laki-Laki
JAKARTA SELATAN,04.jpg,Partai Hati Nurani Rakyat,284647,4,"DRA. HUDA NOVRIDA, MSC",Perempuan
JAKARTA SELATAN,05.jpg,Partai Hati Nurani Rakyat,169354,5,RITA ROSITA SYARIFUDIN,Perempuan
JAKARTA PUSAT,13_6.jpg,Partai Hati Nurani Rakyat,302867,6,LUKMAN,Laki-Laki
KOTA BEKASI,IMAM PRAWOTO DKI 3.PNG,Partai Hati Nurani Rakyat,107279,1,IMAM PRAWOTO,Laki-Laki
JAKARTA SELATAN,JUNIANTO SMANJUNTAK DKI 3.PNG,Partai Hati Nurani Rakyat,67104,2,"JUNIANTO SIMANJUNTAK, S.Sos",Laki-Laki
TANGERANG,LAILA SARI NURDIN DKI 3.PNG,Partai Hati Nurani Rakyat,231422,3,LAILA SARI NURDIN,Perempuan
JAKARTA UTARA,13_4.PNG,Partai Hati Nurani Rakyat,302869,4,TAN SIOE TJIN / LELY,Perempuan
KOTA TANGERANG SELATAN,Partai Hati Nurani Rakyat,303756,5,ANTONIUS RATUMAKIN,Laki-Laki
JAKARTA UTARA,"Dr.H.HARDJADINATA, BAC.Msi DKI 3.PNG",Partai Hati Nurani Rakyat,70115,6,"Drs. H. HARDJADINATA, BAc. MM. MSi",Laki-Laki
KOTA SEMARANG,Hono Sejati.PNG,Partai Hati Nurani Rakyat,168866,1,"DR. Drs. H. HONO SEJATI, SH., M.Hum",Laki-Laki
JAKARTA BARAT,Adi Inna Munardi.PNG,Partai Hati Nurani Rakyat,236098,2,ADI INNA MUNARDI,Laki-Laki
JAKARTA BARAT,13_4.PNG,Partai Hati Nurani Rakyat,302734,3,SITI RAHMAH,Perempuan
KOTA SEMARANG,ZAENAL ARIFIN.PNG,Partai Hati Nurani Rakyat,67902,1,"Drs. ZAENAL ARIFIN, M.Si",Laki-Laki
JAKARTA UTARA,ABDUROKHIM.PNG,Partai Hati Nurani Rakyat,256178,2,"ABDURROKHIM, S.Pd.I",Laki-Laki
JAKARTA TIMUR,13_3.PNG,Partai Hati Nurani Rakyat,302743,3,ENDANG SRI REJEKI,Perempuan
BOGOR,PANARDAN.PNG,Partai Hati Nurani Rakyat,235759,4,"PANARDAN, S.H",Laki-Laki
JAKARTA TIMUR,NELI NURLIANTI.PNG,Partai Hati Nurani Rakyat,302745,5,LENI NURLIANTI,Perempuan
PATI,SUNARWI.PNG,Partai Hati Nurani Rakyat,67136,1,"H. SUNARWI, S.E, MM",Laki-Laki
